HarAnt	AkaNud	DisMaw	0.0194805	0.402231	0.00953895	151.0	157.0	437.0
HarKer	AkaNud	DisMaw	0.0485437	0.268743	0.024077	147.0	162.0	426.0
AkaNud	HisVel	DisMaw	0.135338	0.0290791	0.0570523	115.0	151.0	450.0
LepLar	DisMaw	AkaNud	0.16129	0.0169712	0.0612472	143.0	198.0	251.0
LepNud	DisMaw	AkaNud	0.0720461	0.116925	0.0271739	161.0	186.0	259.0
LepSqu	DisMaw	AkaNud	0.0798722	0.128873	0.0280269	144.0	169.0	249.0
NotRos	AkaNud	DisMaw	0.0932203	0.0445677	0.0654762	214.0	258.0	284.0
PagMac	AkaNud	DisMaw	0.0382166	0.292109	0.0187207	151.0	163.0	460.0
PatGun	DisMaw	AkaNud	0.117647	0.0255779	0.043573	150.0	190.0	256.0
AkaNud	DisMaw	PleAnt	0.148418	0.0105496	0.0571696	175.0	236.0	328.0
PseGeo	AkaNud	DisMaw	0.0351438	0.307127	0.0172684	151.0	162.0	456.0
DisMaw	TreBer	AkaNud	0.017301	0.404614	0.0056243	142.0	147.0	257.0
DisMaw	TreHan	AkaNud	0.003367	0.480841	0.00118343	148.0	149.0	242.0
DisMaw	TreLoe	AkaNud	0.00334448	0.480992	0.00110988	149.0	150.0	261.0
TreSco	DisMaw	AkaNud	0.0860534	0.125596	0.032294	154.0	183.0	253.0
AkaNud	VomInf	DisMaw	0.307263	0.000563458	0.0884244	62.0	117.0	568.0
AkaNud	DolLon	GobGib	0.0888889	0.118694	0.0306513	123.0	147.0	406.0
DolLon	GymAcu	AkaNud	0.100402	0.0433021	0.0451264	112.0	137.0	161.0
HarAnt	DolLon	AkaNud	0.134694	0.0159856	0.0552764	106.0	139.0	193.0
HarKer	DolLon	AkaNud	0.164062	0.0011254	0.0716724	107.0	149.0	177.0
DolLon	HisVel	AkaNud	0.254237	0.0871415	0.0265957	22.0	37.0	415.0
AkaNud	DolLon	LepLar	0.140625	0.0501769	0.0504909	110.0	146.0	465.0
AkaNud	DolLon	LepNud	0.100372	0.11016	0.039823	121.0	148.0	460.0
AkaNud	DolLon	LepSqu	0.11811	0.0762026	0.0426743	112.0	142.0	442.0
AkaNud	DolLon	NotRos	0.132075	0.0438629	0.0401837	115.0	150.0	399.0
AkaNud	DolLon	PagMac	0.0909091	0.0827839	0.0522388	140.0	168.0	168.0
AkaNud	DolLon	PatGun	0.121212	0.0590978	0.0445682	116.0	148.0	459.0
AkaNud	DolLon	PleAnt	0.141762	0.0347499	0.0346767	112.0	149.0	560.0
AkaNud	DolLon	PseGeo	0.0967742	0.0733997	0.0502513	140.0	170.0	170.0
AkaNud	DolLon	TreBer	0.113636	0.0807316	0.0459418	117.0	147.0	423.0
AkaNud	DolLon	TreHan	0.110236	0.0858047	0.0422961	113.0	141.0	424.0
AkaNud	DolLon	TreLoe	0.126866	0.0597631	0.0551948	117.0	151.0	435.0
AkaNud	DolLon	TreSco	0.146154	0.0243804	0.0518417	111.0	149.0	448.0
AkaNud	VomInf	DolLon	0.333333	0.000222462	0.11257	60.0	120.0	248.0
AkaNud	GymAcu	GobGib	0.118774	0.0195707	0.039897	115.0	146.0	427.0
HarAnt	AkaNud	GobGib	0.0295082	0.345076	0.011378	148.0	157.0	406.0
HarKer	AkaNud	GobGib	0.0653595	0.195002	0.025641	143.0	163.0	396.0
AkaNud	HisVel	GobGib	0.125926	0.0296526	0.0429293	118.0	152.0	416.0
AkaNud	GobGib	LepLar	0.0192308	0.371238	0.0115607	204.0	212.0	271.0
GobGib	AkaNud	LepNud	0.00680272	0.45222	0.00445104	219.0	222.0	271.0
AkaNud	GobGib	LepSqu	0.0693512	0.155824	0.0444126	208.0	239.0	252.0
NotRos	AkaNud	GobGib	0.0672098	0.110975	0.0402439	229.0	262.0	266.0
PagMac	AkaNud	GobGib	0.0194805	0.387038	0.00760456	151.0	157.0	424.0
AkaNud	GobGib	PatGun	0.011655	0.422422	0.0069541	212.0	217.0	273.0
AkaNud	GobGib	PleAnt	0.0601852	0.16405	0.0248566	203.0	229.0	373.0
PseGeo	AkaNud	GobGib	0.0316456	0.327647	0.0127714	153.0	163.0	421.0
AkaNud	GobGib	TreBer	0.0205011	0.364347	0.0139752	215.0	224.0	233.0
GobGib	AkaNud	TreHan	0.00471698	0.465274	0.00310078	211.0	213.0	234.0
AkaNud	GobGib	TreLoe	0.0157303	0.393137	0.0115894	219.0	226.0	238.0
AkaNud	GobGib	TreSco	0.020595	0.35974	0.0122783	214.0	223.0	261.0
AkaNud	VomInf	GobGib	0.311111	0.00026907	0.0717029	62.0	118.0	535.0
AkaNud	GymAcu	HarAnt	0.139785	0.0234451	0.0636215	120.0	159.0	179.0
AkaNud	GymAcu	HarKer	0.0923077	0.131067	0.0420315	118.0	142.0	183.0
HisVel	GymAcu	AkaNud	0.0441767	0.176787	0.020073	119.0	130.0	155.0
AkaNud	GymAcu	LepLar	0.156627	0.0307896	0.0551627	105.0	144.0	487.0
AkaNud	GymAcu	LepNud	0.10687	0.088656	0.041979	117.0	145.0	485.0
AkaNud	GymAcu	LepSqu	0.129032	0.037629	0.0462428	108.0	140.0	461.0
AkaNud	GymAcu	NotRos	0.150579	0.00727157	0.0451389	110.0	149.0	421.0
PagMac	GymAcu	AkaNud	0.175627	0.000745972	0.0846287	115.0	164.0	170.0
AkaNud	GymAcu	PatGun	0.135135	0.0404442	0.0488145	112.0	147.0	486.0
AkaNud	GymAcu	PleAnt	0.131783	0.0582834	0.0327238	112.0	146.0	578.0
PseGeo	GymAcu	AkaNud	0.191489	0.00109719	0.0919932	114.0	168.0	170.0
AkaNud	GymAcu	TreBer	0.121569	0.0586803	0.0479134	112.0	143.0	449.0
AkaNud	GymAcu	TreHan	0.116466	0.0743499	0.0438066	110.0	139.0	449.0
AkaNud	GymAcu	TreLoe	0.141762	0.0429657	0.0605565	112.0	149.0	461.0
AkaNud	GymAcu	TreSco	0.133858	0.0471331	0.0464481	110.0	144.0	474.0
AkaNud	VomInf	GymAcu	0.288136	0.000629069	0.0978887	63.0	114.0	221.0
HarKer	HarAnt	AkaNud	0.234043	0.0372824	0.0186757	18.0	29.0	515.0
HarAnt	HisVel	AkaNud	0.178862	0.00153408	0.0730897	101.0	145.0	187.0
